order	content	target_cat	gripper_cat	mechanism_cat
​696	二是优化信贷结构。落实有保有控的信贷政策，加强对重点领域和薄弱环节的支持，有效缓解农户和小企业融资难问题，严格控制对“两高”行业和产能过剩行业的贷款。	经济	产业	需求型
​697	积极扩大居民消费需求。继续提高农民收入、企业退休人员基本养老金、部分优抚对象待遇和城乡居民最低生活保障水平，增强居民特别是中低收入者消费能力。	社会	民生	需求型
​698	继续实施和完善鼓励消费的各项政策措施。大幅提高家电下乡产品最高限价，增加品种和型号，扩大补贴范围，完善补贴标准和办法，加强对中标企业的管理和考核，提高产品质量和服务水平；完善家电、汽车以旧换新和汽车、摩托车下乡政策，小排量汽车购置税按７．５％征收。	社会	民生	供给型
​699	农村服务业基础薄弱、发展潜力大，要加快构建和完善以生产销售、科技信息和金融服务为主体的农村生产生活服务体系。	经济	产业	供给型
​700	二要加强环境保护。积极推进重点流域区域环境治理及城镇污水垃圾处理、农业面源污染治理、重金属污染综合整治等工作。	生态	土地	环境型
​701	（三）加大统筹城乡发展力度，强化农业农村发展基础 在连续６年增产增收之后，更要毫不松懈地抓好“三农”工作。	经济	资金	供给型
​702	要按照统筹城乡发展的要求，坚持把解决好“三农”问题作为全部工作的重中之重，进一步强化强农惠农政策，协调推进工业化、城镇化和农业农村现代化，巩固和发展农业农村好形势。	政治	党建	环境型
​703	促进农业稳定发展和农民持续增收。稳定粮食生产，扩大油料种植面积，增加重要紧缺农产品供应，大规模开展粮棉油糖高产创建，大规模开展园艺产品生产和畜牧水产养殖标准化创建，保障“米袋子”、“菜篮子”安全。	经济	产业	供给型
​704	继续实施对种粮农民直接补贴，增加农资综合补贴、良种补贴、农机具购置补贴，中央财政拟安排补贴资金１３３５亿元，比上年增加６０．４亿元。	经济	资金	供给型
​705	进一步提高粮食最低收购价，早籼稻、中晚籼稻、粳稻每５０公斤分别提高３元、５元和１０元，小麦每５０公斤提高３元，继续实施重要农产品临时收储政策，让农民得到更多实惠。	经济	资金	供给型
​706	大力发展农产品加工业，推进农业产业化经营，支持批发市场和农贸市场升级改造，推动生产与市场对接。	经济	产业	供给型
​707	促进农民就业创业，多渠道增加农民收入。进一步加大扶贫开发力度。	社会	民生	供给型
​708	我们要坚持不懈地消除贫困落后，让农民群众早日过上富裕安康的生活。	社会	民生	供给型
​709	加强农业基础设施建设。坚持财政支出优先支持农业农村发展，预算内固定资产投资优先投向农业基础设施和农村民生工程，土地出让收益优先用于农业土地开发和农村基础设施建设。	经济	资金	供给型
​710	中央财政拟安排“三农”投入８１８３亿元，比上年增加９３０亿元，地方各级财政也要增加投入。	经济	资金	供给型
​711	以农田水利为重点，加强农业基础设施建设，加快大中型灌区的配套改造，扩大节水灌溉面积，建设高标准农田，完成大中型和重点小型病险水库除险加固任务。	生态	土地	环境型
​712	以良种培育为重点，加快农业科技创新和推广，实施好转基因生物新品种培育科技重大专项。	经济	科创	供给型
​713	积极推进现代农业示范区建设。加快建设乡镇和区域性农技推广、动植物疫病防控、农产品质量监管等公共服务机构。	经济	产业	供给型
​714	深化农村改革。毫不动摇地坚持农村基本经营制度，加快完善有关法律法规和政策，现有土地承包关系要保持稳定并长久不变。	政治	土地	环境型
​715	继续推进农村综合改革。完善集体林权制度改革配套政策。	政治	党建	环境型
​716	发展农民专业合作社，提高农业组织化程度。	经济	产业	供给型
​717	加快培育小型农村金融机构，积极推广农村小额信用贷款，切实改善农村金融服务。	经济	资金	供给型
​718	深入推进乡镇机构改革。统筹推进城镇化和新农村建设。	政治	党建	环境型
​719	坚持走中国特色城镇化道路，促进大中小城市和小城镇协调发展，着力提高城镇综合承载能力，发挥城市对农村的辐射带动作用，促进城镇化和新农村建设良性互动。	社会	民生	环境型
​720	壮大县域经济，大力加强县城和中心镇基础设施和环境建设，引导非农产业和农村人口有序向小城镇集聚，鼓励返乡农民工就地创业。	经济	人口	供给型
​721	城乡建设都要坚持最严格的耕地保护制度和最严格的节约用地制度，切实保护农民合法权益。	生态	土地	环境型
​722	有计划有步骤地解决好农民工在城镇的就业和生活问题，逐步实现农民工在劳动报酬、子女就学、公共卫生、住房租购以及社会保障方面与城镇居民享有同等待遇。	社会	民生	供给型
​723	进一步增加农村生产生活设施建设投入，启动新一轮农村电网改造，扩大农村沼气建设规模，今年再解决６０００万农村人口的安全饮水问题，实施农村清洁工程，改善农村生产生活条件。	生态	民生	环境型
​724	我们要让符合条件的农业转移人口逐步变为城镇居民，也要让农民有一个幸福生活的美好家园。	社会	民生	供给型
​725	为农村中小学班级配备多媒体远程教学设备，让广大农村和偏远地区的孩子共享优质教育资源。	社会	民生	供给型
​726	重点加强农村义务教育学校教师和校长培训，鼓励优秀教师到农村贫困地区从教。	社会	民生	供给型
​727	文化基础设施建设和公共文化资源配置要向基层、特别是农村和中西部地区倾斜，推进美术馆、图书馆、文化馆、博物馆免费开放，丰富人民群众的精神文化生活。	文化	民生	供给型
​728	重点做好高校毕业生、农民工、就业困难人员就业和退伍转业军人就业安置工作。	经济	人口	供给型
​729	加强政策支持和就业指导，鼓励高校毕业生到城乡基层、中西部地区和中小企业就业；拓宽就业、择业、创业渠道，鼓励自主创业、自谋职业等多种形式的灵活就业，以创业带动就业。	社会	民生	需求型
​730	建立健全公共投资带动就业的机制。继续加强职业技能培训，重点提高农民工和城乡新增劳动力的就业能力。	经济	人口	供给型
​731	完善就业服务体系，健全劳动力输出输入地区协调协作机制，引导劳动力特别是农民工有序流动。	社会	民生	供给型
​732	加快完善覆盖城乡居民的社会保障体系。扎实推进新型农村社会养老保险试点，试点范围扩大到２３％的县。	社会	民生	供给型
